Item,Enchantment,Description,Gems,Source
Helmet,Enchantment Dual Strike Critical Strike Chance 1,60% increased Dual Strike Critical Strike Chance,Dual Strike,Merciless Labyrinth
Helmet,Enchantment Fire Trap Burning Damage 2,60% increased Fire Trap Burning Damage,Fire Trap,Eternal Labyrinth
Helmet,Enchantment Flame Surge Critical Strike Chance 1,60% increased Flame Surge Critical Strike Chance,Flame Surge,Merciless Labyrinth
Helmet,Enchantment Flame Surge Vs Burning Enemies 2,60% increased Flame Surge Damage against Burning Enemies,Flame Surge,Eternal Labyrinth
Helmet,Enchantment Flameblast Critical Strike Chance 1,60% increased Flameblast Critical Strike Chance,Flameblast,Merciless Labyrinth
Helmet,Enchantment Double Slash Critical Strikes 2,60% increased Lacerate Critical Strike Chance,Lacerate,Eternal Labyrinth
Helmet,Enchantment Lightning Tendrils Critical Strike Chance 2,60% increased Lightning Tendrils Critical Strike Chance,Lightning Tendrils,Eternal Labyrinth
Helmet,Enchantment Orb of Storms Critical Strike Chance 1,60% increased Orb of Storms Critical Strike Chance,Orb of Storms,Merciless Labyrinth
Helmet,Enchantment Searing Bond Totem Placement Speed 2,60% increased Searing Bond Totem Placement Speed,Searing Bond,Eternal Labyrinth
Helmet,Enchantment Split Arrow Critical Strike Chance 1,60% increased Split Arrow Critical Strike Chance,Split Arrow,Merciless Labyrinth
Helmet,Enchantment Tornado Shot Critical Strike Chance 1,60% increased Tornado Shot Critical Strike Chance,Tornado Shot,Merciless Labyrinth
Helmet,Enchantment Viper Strike Critical Strike Chance 1,60% increased Viper Strike Critical Strike Chance,Viper Strike,Merciless Labyrinth
Boots,Enchantment Stun Avoidance 2,65% chance to Avoid being Stunned if you've Killed Recently,,Merciless Labyrinth
Boots,Enchantment Mana Regeneration 3,70% increased Mana Regeneration Rate if you've cast a Spell Recently,,Eternal Labyrinth
Helmet,Enchantment Chaos Golem Percent Additional Physical Damage Reduction 1,75% increased Effect of the Buff granted by your Chaos Golems,Summon Chaos Golem,Merciless Labyrinth
Boots,Enchantment Attack Dodge 2,8% Chance to Dodge Attack Hits if you've taken a Critical Strike Recently,,Merciless Labyrinth
Boots,Enchantment Spell Dodge 3,8% chance to Dodge Spell Hits if you've,,Eternal Labyrinth
Boots,Enchantment Status Ailments 2,"8% chance to Freeze, Shock and Ignite if you haven't Crit Recently",,Merciless Labyrinth
Helmet,Enchantment Absolution Cast Speed 1,8% increased Absolution Cast Speed,Absolution,Merciless Labyrinth
Boots,Enchantment Attack and Cast Speed 1,8% increased Attack and Cast Speed if you've Killed Recently,,Cruel Labyrinth
Helmet,Enchantment Body Swap Cast Speed 1,8% increased Bodyswap Cast Speed,Bodyswap,Merciless Labyrinth
Helmet,Enchantment Cremation Cast Speed 1,8% increased Cremation Cast Speed,Cremation,Merciless Labyrinth
Helmet,Enchantment Dack Pact Cast Speed 1,8% increased Dark Pact Cast Speed,Dark Pact,Merciless Labyrinth
Helmet,Enchantment Fireball Cast Speed 1,8% increased Fireball Cast Speed,Fireball,Merciless Labyrinth
Helmet,Enchantment Freezing Pulse Cast Speed 1,8% increased Freezing Pulse Cast Speed,Freezing Pulse,Merciless Labyrinth
Helmet,Enchantment Lightning Warp Cast Speed 1,8% increased Lightning Warp Cast Speed,Lightning Warp,Merciless Labyrinth
Boots,Enchantment Movement Speed 2,8% increased Movement Speed if you haven't been Hit Recently,,Merciless Labyrinth
Helmet,Enchantment Fire Beam Cast Speed 1,8% increased Scorching Ray Cast Speed,Scorching Ray,Merciless Labyrinth
Helmet,Enchantment Unearth Cast Speed 1,8% increased Unearth Cast Speed,Unearth,Merciless Labyrinth
Helmet,Enchantment Volatile Dead Cast Speed 1,8% increased Volatile Dead Cast Speed,Volatile Dead,Merciless Labyrinth
Boots,Enchantment Stun Avoidance 3,80% chance to Avoid being Stunned if you've Killed Recently,,Eternal Labyrinth
Helmet,Enchantment Blade Flurry Dodge Per Stack 2,9% chance to Dodge Attack Hits while at maximum Blade Flurry stages,Blade Flurry,Eternal Labyrinth
Helmet,Enchantment Flicker Strike Damage Per Frenzy Charge 2,9% increased Flicker Strike Damage per Frenzy Charge,Flicker Strike,Eternal Labyrinth
Helmet,Enchantment Frenzy Damage Per Frenzy Charge 2,9% increased Frenzy Damage per Frenzy Charge,Frenzy,Eternal Labyrinth
Helmet,Enchantment Shield Charge Damage Per Target Hit 2,9% increased Shield Charge Damage per Enemy Hit,Shield Charge,Eternal Labyrinth
Helmet,Enchantment Bladefall Critical Strike Chance 2,90% increased Bladefall Critical Strike Chance,Bladefall,Eternal Labyrinth
Boots,Enchantment Critical Strike Chance 2,90% increased Critical Strike Chance if you haven't Crit Recently,,Merciless Labyrinth
Helmet,Enchantment Double Strike Critical Strike Chance 2,90% increased Double Strike Critical Strike Chance,Double Strike,Eternal Labyrinth
Helmet,Enchantment Dual Strike Critical Strike Chance 2,90% increased Dual Strike Critical Strike Chance,Dual Strike,Eternal Labyrinth
Helmet,Enchantment Flame Surge Critical Strike Chance 2,90% increased Flame Surge Critical Strike Chance,Flame Surge,Eternal Labyrinth
Helmet,Enchantment Flameblast Critical Strike Chance 2,90% increased Flameblast Critical Strike Chance,Flameblast,Eternal Labyrinth
Helmet,Enchantment Orb of Storms Critical Strike Chance 2,90% increased Orb of Storms Critical Strike Chance,Orb of Storms,Eternal Labyrinth
Helmet,Enchantment Split Arrow Critical Strike Chance 2,90% increased Split Arrow Critical Strike Chance,Split Arrow,Eternal Labyrinth
Helmet,Enchantment Tornado Shot Critical Strike Chance 2,90% increased Tornado Shot Critical Strike Chance,Tornado Shot,Eternal Labyrinth
Helmet,Enchantment Viper Strike Critical Strike Chance 2,90% increased Viper Strike Critical Strike Chance,Viper Strike,Eternal Labyrinth
Boots,Enchantment Lightning Damage 2,Adds 1 to 120 Lightning Damage if you haven't Killed Recently,,Merciless Labyrinth
Boots,Enchantment Lightning Damage 3,Adds 1 to 160 Lightning Damage if you haven't Killed Recently,,Eternal Labyrinth
Boots,Enchantment Lightning Damage 1,Adds 1 to 56 Lightning Damage if you haven't Killed Recently,,Cruel Labyrinth
Boots,Enchantment Chaos Damage 3,Adds 120 to 180 Chaos Damage if you've taken a Critical Strike Recently,,Eternal Labyrinth
Boots,Enchantment Cold Damage 1,Adds 16 to 24 Cold Damage if you've been Hit Recently,,Cruel Labyrinth
Boots,Enchantment Fire Damage 1,Adds 16 to 24 Fire Damage if you've Killed Recently,,Cruel Labyrinth
Boots,Enchantment Cold Damage 2,Adds 33 to 50 Cold Damage if you've been Hit Recently,,Merciless Labyrinth
Boots,Enchantment Fire Damage 2,Adds 33 to 50 Fire Damage if you've Killed Recently,,Merciless Labyrinth
Boots,Enchantment Chaos Damage 1,Adds 44 to 64 Chaos Damage if you've taken a Critical Strike Recently,,Cruel Labyrinth
Boots,Enchantment Cold Damage 3,Adds 45 to 68 Cold Damage if you've been Hit Recently,,Eternal Labyrinth
Boots,Enchantment Fire Damage 3,Adds 45 to 68 Fire Damage if you've Killed Recently,,Eternal Labyrinth
Boots,Enchantment Chaos Damage 2,Adds 88 to 132 Chaos Damage if you've taken a Critical Strike Recently,,Merciless Labyrinth
Amulet,Enchantment Acuity,Allocates Acuity,,Blight Oils
Amulet,Enchantment Adamant,Allocates Adamant,,Blight Oils
Amulet,Enchantment Adder's Touch,Allocates Adder's Touch,,Blight Oils
Amulet,Enchantment Adjacent Animosity,Allocates Adjacent Animosity,,Blight Oils
Amulet,Enchantment Admonisher,Allocates Admonisher,,Blight Oils
Amulet,Enchantment Aggressive Bastion,Allocates Aggressive Bastion,,Blight Oils
Amulet,Enchantment Agility,Allocates Agility,,Blight Oils
Amulet,Enchantment Alacrity,Allocates Alacrity,,Blight Oils
Amulet,Enchantment Aligned Spirits,Allocates Aligned Spirits,,Blight Oils
Amulet,Enchantment Ambidexterity,Allocates Ambidexterity,,Blight Oils
Amulet,Enchantment Amplify,Allocates Amplify,,Blight Oils
Amulet,Enchantment Ancestral Knowledge,Allocates Ancestral Knowledge,,Blight Oils
Amulet,Enchantment Annihilation,Allocates Annihilation,,Blight Oils
Amulet,Enchantment Anointed Flesh,Allocates Anointed Flesh,,Blight Oils
Amulet,Enchantment Aqueous Accelerant,Allocates Aqueous Accelerant,,Blight Oils
Amulet,Enchantment Arcane Capacitor,Allocates Arcane Capacitor,,Blight Oils
Amulet,Enchantment Arcane Chemistry,Allocates Arcane Chemistry,,Blight Oils
Amulet,Enchantment Arcane Expanse,Allocates Arcane Expanse,,Blight Oils
Amulet,Enchantment Arcane Focus,Allocates Arcane Focus,,Blight Oils
Amulet,Enchantment Arcane Guarding,Allocates Arcane Guarding,,Blight Oils
Amulet,Enchantment Arcane Potency,Allocates Arcane Potency,,Blight Oils
Amulet,Enchantment Arcane Swiftness,Allocates Arcane Swiftness,,Blight Oils
Amulet,Enchantment Arcane Vision,Allocates Arcane Vision,,Blight Oils
Amulet,Enchantment Arcane Will,Allocates Arcane Will,,Blight Oils
Amulet,Enchantment Arcanist's Dominion,Allocates Arcanist's Dominion,,Blight Oils
Amulet,Enchantment Arcing Blows,Allocates Arcing Blows,,Blight Oils
Amulet,Enchantment Arsonist,Allocates Arsonist,,Blight Oils
Amulet,Enchantment Art of the Gladiator,Allocates Art of the Gladiator,,Blight Oils
Amulet,"Enchantment Ash, Frost and Storm","Allocates Ash, Frost and Storm",,Blight Oils
Amulet,Enchantment Aspect of the Eagle,Allocates Aspect of the Eagle,,Blight Oils
Amulet,Enchantment Aspect of the Lynx,Allocates Aspect of the Lynx,,Blight Oils
Amulet,Enchantment Aspect of the Panther,Allocates Aspect of the Panther,,Blight Oils
Amulet,Enchantment Assassination,Allocates Assassination,,Blight Oils
Amulet,Enchantment Atrophy,Allocates Atrophy,,Blight Oils
Amulet,Enchantment Avatar of the Hunt,Allocates Avatar of the Hunt,,Blight Oils
Amulet,Enchantment Backstabbing,Allocates Backstabbing,,Blight Oils
Amulet,Enchantment Ballistic Mastery,Allocates Ballistic Mastery,,Blight Oils
Amulet,Enchantment Bannerman,Allocates Bannerman,,Blight Oils
Amulet,Enchantment Barbarism,Allocates Barbarism,,Blight Oils
Amulet,Enchantment Battle Rouse,Allocates Battle Rouse,,Blight Oils
Amulet,Enchantment Beef,Allocates Beef,,Blight Oils
Amulet,Enchantment Berserking,Allocates Berserking,,Blight Oils
Amulet,Enchantment Blacksmith's Clout,Allocates Blacksmith's Clout,,Blight Oils
Amulet,Enchantment Blade Barrier,Allocates Blade Barrier,,Blight Oils
Amulet,Enchantment Blade Master,Allocates Blade Master,,Blight Oils
Amulet,Enchantment Blade of Cunning,Allocates Blade of Cunning,,Blight Oils
Amulet,Enchantment Bladedancer,Allocates Bladedancer,,Blight Oils
Amulet,Enchantment Blast Cascade,Allocates Blast Cascade,,Blight Oils
Amulet,Enchantment Blast Radius,Allocates Blast Radius,,Blight Oils
Amulet,Enchantment Blast Waves,Allocates Blast Waves,,Blight Oils
Amulet,Enchantment Blood Drinker,Allocates Blood Drinker,,Blight Oils
Amulet,Enchantment Blood Siphon,Allocates Blood Siphon,,Blight Oils
Amulet,Enchantment Bloodless,Allocates Bloodless,,Blight Oils
Amulet,Enchantment Bloodletting,Allocates Bloodletting,,Blight Oils
Amulet,Enchantment Bludgeon Blitz,Allocates Bludgeon Blitz,,Blight Oils
Amulet,Enchantment Blunt Trauma,Allocates Blunt Trauma,,Blight Oils
Amulet,Enchantment Bone Breaker,Allocates Bone Breaker,,Blight Oils
Amulet,Enchantment Born to Fight,Allocates Born to Fight,,Blight Oils
Amulet,Enchantment Brand Equity,Allocates Brand Equity,,Blight Oils
Amulet,Enchantment Bravery,Allocates Bravery,,Blight Oils
Amulet,Enchantment Breath of Flames,Allocates Breath of Flames,,Blight Oils
Amulet,Enchantment Breath of Lightning,Allocates Breath of Lightning,,Blight Oils
Amulet,Enchantment Breath of Rime,Allocates Breath of Rime,,Blight Oils
Amulet,Enchantment Brinkmanship,Allocates Brinkmanship,,Blight Oils
Amulet,Enchantment Brutal Blade,Allocates Brutal Blade,,Blight Oils
Amulet,Enchantment Burning Brutality,Allocates Burning Brutality,,Blight Oils
Amulet,Enchantment Butchery,Allocates Butchery,,Blight Oils
Amulet,Enchantment Champion of the Cause,Allocates Champion of the Cause,,Blight Oils
Amulet,Enchantment Charging Offensive,Allocates Charging Offensive,,Blight Oils
Amulet,Enchantment Charisma,Allocates Charisma,,Blight Oils
Amulet,Enchantment Claws of the Falcon,Allocates Claws of the Falcon,,Blight Oils
Amulet,Enchantment Claws of the Hawk,Allocates Claws of the Hawk,,Blight Oils
Amulet,Enchantment Claws of the Magpie,Allocates Claws of the Magpie,,Blight Oils
Amulet,Enchantment Claws of the Pride,Allocates Claws of the Pride,,Blight Oils
Amulet,Enchantment Cleaving,Allocates Cleaving,,Blight Oils
Amulet,Enchantment Clever Construction,Allocates Clever Construction,,Blight Oils
Amulet,Enchantment Cloth and Chain,Allocates Cloth and Chain,,Blight Oils
Amulet,Enchantment Coldhearted Calculation,Allocates Coldhearted Calculation,,Blight Oils
Amulet,Enchantment Combat Control,Allocates Combat Control,,Blight Oils
Amulet,Enchantment Combat Stamina,Allocates Combat Stamina,,Blight Oils
Amulet,Enchantment Command of Steel,Allocates Command of Steel,,Blight Oils
Amulet,Enchantment Command of the Elements,Allocates Command of the Elements,,Blight Oils
Amulet,Enchantment Constitution,Allocates Constitution,,Blight Oils
Amulet,Enchantment Coordination,Allocates Coordination,,Blight Oils
Amulet,Enchantment Corruption,Allocates Corruption,,Blight Oils
Amulet,Enchantment Counterweight,Allocates Counterweight,,Blight Oils
Amulet,Enchantment Crackling Speed,Allocates Crackling Speed,,Blight Oils
Amulet,Enchantment Cruel Preparation,Allocates Cruel Preparation,,Blight Oils
Amulet,Enchantment Crystal Skin,Allocates Crystal Skin,,Blight Oils
Amulet,Enchantment Cursed Concoction,Allocates Cursed Concoction,,Blight Oils
Amulet,Enchantment Dark Arts,Allocates Dark Arts,,Blight Oils
Amulet,Enchantment Dazzling Strikes,Allocates Dazzling Strikes,,Blight Oils
Amulet,Enchantment Deadly Draw,Allocates Deadly Draw,,Blight Oils
Amulet,Enchantment Death Attunement,Allocates Death Attunement,,Blight Oils
Amulet,Enchantment Decay Ward,Allocates Decay Ward,,Blight Oils
Amulet,Enchantment Deep Breaths,Allocates Deep Breaths,,Blight Oils
Amulet,Enchantment Deep Thoughts,Allocates Deep Thoughts,,Blight Oils
Amulet,Enchantment Deep Wisdom,Allocates Deep Wisdom,,Blight Oils
Amulet,Enchantment Defiance,Allocates Defiance,,Blight Oils
Amulet,Enchantment Deflection,Allocates Deflection,,Blight Oils
Amulet,Enchantment Depth Perception,Allocates Depth Perception,,Blight Oils
Amulet,Enchantment Dervish,Allocates Dervish,,Blight Oils
Amulet,Enchantment Destroyer,Allocates Destroyer,,Blight Oils
Amulet,Enchantment Destructive Apparatus,Allocates Destructive Apparatus,,Blight Oils
Amulet,Enchantment Devastating Devices,Allocates Devastating Devices,,Blight Oils
Amulet,Enchantment Devotion,Allocates Devotion,,Blight Oils
Amulet,Enchantment Diamond Skin,Allocates Diamond Skin,,Blight Oils
Amulet,Enchantment Dire Torment,Allocates Dire Torment,,Blight Oils
Amulet,Enchantment Dirty Techniques,Allocates Dirty Techniques,,Blight Oils
Amulet,Enchantment Disciple of the Forbidden,Allocates Disciple of the Forbidden,,Blight Oils
Amulet,Enchantment Disciple of the Slaughter,Allocates Disciple of the Slaughter,,Blight Oils
Amulet,Enchantment Disciple of the Unyielding,Allocates Disciple of the Unyielding,,Blight Oils
Amulet,Enchantment Discipline and Training,Allocates Discipline and Training,,Blight Oils
Amulet,Enchantment Discord Artisan,Allocates Discord Artisan,,Blight Oils
Amulet,Enchantment Disemboweling,Allocates Disemboweling,,Blight Oils
Amulet,Enchantment Disintegration,Allocates Disintegration,,Blight Oils
Amulet,Enchantment Dismembering,Allocates Dismembering,,Blight Oils
Amulet,Enchantment Divine Fervour,Allocates Divine Fervour,,Blight Oils
Amulet,Enchantment Divine Fury,Allocates Divine Fury,,Blight Oils
Amulet,Enchantment Divine Judgement,Allocates Divine Judgement,,Blight Oils
Amulet,Enchantment Divine Wrath,Allocates Divine Wrath,,Blight Oils
Amulet,Enchantment Doom Cast,Allocates Doom Cast,,Blight Oils
Amulet,Enchantment Dreamer,Allocates Dreamer,,Blight Oils
Amulet,Enchantment Druidic Rite,Allocates Druidic Rite,,Blight Oils
Amulet,Enchantment Dynamo,Allocates Dynamo,,Blight Oils
Amulet,Enchantment Eagle Eye,Allocates Eagle Eye,,Blight Oils
Amulet,Enchantment Efficient Explosives,Allocates Efficient Explosives,,Blight Oils
Amulet,Enchantment Elder Power,Allocates Elder Power,,Blight Oils
Amulet,Enchantment Elemental Focus,Allocates Elemental Focus,,Blight Oils
Amulet,Enchantment Endurance,Allocates Endurance,,Blight Oils
Amulet,Enchantment Enduring Bond,Allocates Enduring Bond,,Blight Oils
Amulet,Enchantment Enigmatic Defence,Allocates Enigmatic Defence,,Blight Oils
Amulet,Enchantment Enigmatic Reach,Allocates Enigmatic Reach,,Blight Oils
Amulet,Enchantment Entropy,Allocates Entropy,,Blight Oils
Amulet,Enchantment Escalation,Allocates Escalation,,Blight Oils
Amulet,Enchantment Essence Extraction,Allocates Essence Extraction,,Blight Oils
Amulet,Enchantment Essence Sap,Allocates Essence Sap,,Blight Oils
Amulet,Enchantment Essence Surge,Allocates Essence Surge,,Blight Oils
Amulet,Enchantment Ethereal Feast,Allocates Ethereal Feast,,Blight Oils
Amulet,Enchantment Exceptional Performance,Allocates Exceptional Performance,,Blight Oils
Amulet,Enchantment Executioner,Allocates Executioner,,Blight Oils
Amulet,Enchantment Expeditious Munitions,Allocates Expeditious Munitions,,Blight Oils
Amulet,Enchantment Expertise,Allocates Expertise,,Blight Oils
Amulet,Enchantment Explosive Impact,Allocates Explosive Impact,,Blight Oils
Amulet,Enchantment Explosive Runes,Allocates Explosive Runes,,Blight Oils
Amulet,Enchantment Exposure Tolerance,Allocates Exposure Tolerance,,Blight Oils
